id,source,language,category,text,label
21,Youm7,ar,فن,في عالم هوليوود الذي يلمع بالبريق والحب السريع  يظل الزواج بالنسبه لبعض النجوم خيارا مؤجلا او حتي مرفوضا تماما  ورغم الشهره  والثروه  وتعدد العلاقات  في عالم هوليوود الذي يلمع بالبريق والحب السريع  يظل الزواج بالنسبه لبعض النجوم خيارا مؤجلا او حتي مرفوضا تماما  ورغم الشهره  والثروه  وتعدد العلاقات  فان عددا من ابرز نجوم السينما العالميه  اعلنوا صراحه انهم لا ينوون دخول القفص الذهبي مجددا  او علي الاطلاق  وفيما يلي خمسه نجوم اختاروا البقاء احرارا وفضلوا الاستقرار دون زواج   النجم الاستراليراسل كرواكد مؤخرا انه لن يتزوج مره اخري بعد تجربته السابقه مع الممثله دانييل سبنسر  وفي مقابله مع برنامج 60 دقيقه الاسترالي  قال كرو  لقد تزوجت مره واحده  واعرف كيف يمكن ان تسير الامور  لذلك لا احتاج الي خوض تلك التجربه مجددا   واضاف انه يعيش حياه سعيده ومستقره مع حبيبته الحاليه بريتني ثيريوت  مؤكدا ان  الزواج ليس ضروريا للحب الحقيقي    علي الرغم من دخوله في علاقات عاطفيه متعدده مع نجمات وعارضات شهيرات  فانليوناردو دي كابريو  لم يفكر يوما في الزواج  الممثل الحائز علي الاوسكار  يري ان الزواج مسؤوليه ضخمه لا يريد ان يتسرع فيها  وصرح في احد اللقاءات   الحياه قصيره جدا  والزواج ليس مقياسا للحب او السعاده   افضل ان اعيش بحريه دون قيود   فيما يري البعض ان تركيز دي كابريو علي العمل الانساني والبيئي ساهم في ابتعاده عن فكره تاسيس اسره تقليديه   النجم الامريكي توم كروز  خاض ثلاث زيجات فاشله مع ميمي روجرز  ونيكول كيدمان  وكاتي هولمز  ويبدو انه اكتفي من تجربه الزواج نهائيا  بعد انفصاله عن هولمز عام 2012  لم يدخل كروز في اي علاقه رسميه  مؤكدا انه يفضل التركيز علي اعماله ومشاريعه السينمائيه  واكد مصادر مقربه منه ان كروز فقد الثقه في فكره الارتباط بعد سنوات من الاضواء والجدل حول حياته الخاصه   النجمه الجنوب افريقيه تشارليز ثيرون  صرحت اكثر من مره بانها لا تحتاج الي الزواج لتكون سعيده  وقالت في مقابله مع مجله Elle   لم احلم يوما بفستان الزفاف   احب الاستقلاليه  والزواج ليس من اولوياتي   فيما تتبني ثيرون  طفلين  وتقول ان الامومه منحتها الاكتفاء العاطفي الذي لم تجده في العلاقات   النجم الهادئ كيانو ريفز يعيش قصه حب متزنه مع الفنانه الكسندرا جرانت منذ سنوات  لكنه لم يفكر في الزواج  وبحسب المقربين  كيانو يري ان الزواج لا يضيف شيئا للعلاقه الناجحه  ويؤمن بان  الحب الحقيقي لا يحتاج الي توقيع رسمي   ريفز عاش تجارب مؤلمه في حياته  فقدان حبيبته السابقه وابنته  ما جعله ينظر الي العلاقات بعمق وهدوء بعيدا عن الطابع التقليدي   الموضوعات المتعلقه تم التصميم والتطوير بواسطه,neutral
22,Youm7,ar,تكنولوجيا,وصلت مهمه نيو جلين الثانيه لشركه بلو اوريجين  NG 2  اخيرا الي منصه الاطلاق وهي جاهزه لرحلتها التاليه  وقد تكون هذه لحظه محوريه للشركه  اذ انها حافله بالعديد من الانجازات الاولي وصلت مهمهنيو جلينالثانيه لشركه بلو اوريجين  NG 2  اخيرا الي منصه الاطلاق وهي جاهزه لرحلتها التاليه  وقد تكون هذه لحظه محوريه للشركه  اذ انها حافله بالعديد من الانجازات الاولي  وتتضمن مهمه ناسا الي المريخ  وستكون مهمه NG 2 لشركه بلو اوريجين ثاني اطلاق لشركه نيو جلين  واول مهمه بحموله عميل  واول مهمه بين الكواكب  كما ستعيد NG 2 محاوله استعاده المعزز  وهو امر حاولته وفشلت فيه خلال رحلتها الاولي  وفقا لما ذكره موقع  spaceexplored   يجري العمل علي نيو جلين منذ فتره طويله  وقد اخذت بلو اوريجين وقتها لضمان نجاح اطلاقها الاول  وعلي متن نيو جلين  ستكون مهمه ناسا ESCAPADE الي المريخ علي متنها  عرضا تقنيا لاستكشاف الكواكب منخفض التكلفه  وتبلغ كتله المركبتين حوالي 500 كجم فقط  اي ربع وزن مركبه استطلاع المريخ المداريه  وقد صنعتا بواسطه شركهRocket Lab  وهي شركه حديثه العهد نسبيا في تصنيع المركبات الفضائيه  من المقرر ان ينطلق NG 2 من LC 36 في محطه كيب كانافيرال الفضائيه مساء السوم  الساعه 8 45 مساء  وسيظل موعد الاطلاق مفتوحا حتي الساعه 11 11 مساء  ولعل السؤال الاهم بشان NG 2 هو نجاح معزز نيو جلين بعد الصعود  فبمجرد الانتهاء من اطلاق ESCAPADES والمرحله الثانيه من الصاروخ من معظم الغلاف الجوي للارض  سيوجه المعزز الصاروخي هدفه الي Jacklyn  وهي سفينه مسيره متمركزه في المحيط الاطلسي  وعلي غرارSpaceX  تخطط نيو جلين لاعاده استخدام مرحلتها الاولي عن طريق انزالها بقوه دفع علي متن سفينه مسيره  تم التصميم والتطوير بواسطه,neutral
23,Youm7,ar,رياضة,يترقب جمهور الاهلي موعد مباراه فريقه المقبله امام شبيبه القبائل الجزائري في الجوله الاولي لدور المجموعات بدوري ابطال افريقيا   يترقب جمهور الاهلي موعد مباراه فريقه المقبله امام شبيبه القبائل الجزائري في الجوله الاولي لدور المجموعات بدوري ابطال افريقيا  والمقرر لها احد يومي 21  او 22 نوفمبر الجاري باستاد القاهره الدولي   اسفرت قرعه دور المجموعات من بطولهدوري ابطال افريقيا  عن وقوع الاهلي في مجموعه ناريه  حيث اقيمت قرعه دور المجموعات لبطولتي دوري ابطال افريقيا والكونفدراليه  في جوهانسبرج بجنوب افريقيا  ووقعالاهليفي المجموعه الثانيه برفقه انديه يانج افريكانز  الجيش الملكي  وشبيبه القبائل  ويبدا الاهلي مشواره فيدور المجموعاتبمواجهه شبيبه القبائل في القاهره خلال شهر نوفمبر الجاري   ـ الجوله الاولي  الاهلي ضد شبيبه القبائل   21 او 22 نوفمبر  ـ الجوله الثانيه  الجيش الملكي ضد الاهلي   28 او 29 نوفمبر  ـ الجوله الثالثه  الاهلي ضد يانج افريكانز   23 او 24 يناير  ـ الجوله الرابعه  يانج افريكانز ضد الاهلي   30 او 31 يناير  ـ الجوله الخامسه  شبيبه القبائل ضد الاهلي   6 او 7 فبراير  ـ الجوله السادسه  الاهلي ضد الجيش الملكي   13 او 14 فبراير   تقابل الاهلي مع شبيبه القبائل الجزائري خلال 6 مواجهات سابقه  في دوري ابطال افريقيا  وتميل الكفه التاريخيه الي بطل مصر الذي فاز  في 3 مبارياتن مقابل تعادلين وهزيمه وحيده للفريق الجزائري  وسجل الاهلي 10 اهداف واستقبل 5 اهداف  الموضوعات المتعلقه تم التصميم والتطوير بواسطه,neutral
24,Youm7,ar,تكنولوجيا,سيكون التحديث الرئيسي القادم للعبه Halo Infinite هو الاخير ايضا  حيث اعلنت Halo Studios  التابعه لـ Xbox Game Studios التابعه لـ Microsoft  عن اطلاق لعبه Operation  Infinite في 18 نوفمبر سيكون التحديث الرئيسي القادم للعبهHalo Infiniteهو الاخير ايضا  حيث اعلنت Halo Studios  التابعه لـ Xbox Game Studios التابعه لـ Microsoft  عن اطلاق لعبه Operation  Infinite في 18 نوفمبر  وسيكون هذا اخر تحديث رئيسي للعبه التصويب من منظور الشخص الاول  حيث سيركز الفريق باكمله الان علي تطوير  العاب Halo المتعدده  قيد التطوير   واعلنت Xbox سابقا عن اصدار Halo  Campaign Evolved  وهي نسخه معاد تصميمها من اول لعبه في السلسله  Halo  Combat Evolved  في وقت ما من عام 2026  وستكون متاحه لاجهزه Xbox والكمبيوتر الشخصي وPS5  ووفقا لتقارير غير مؤكده  تعمل Halo Studios ايضا علي مشروع خدمه مباشر متعدد اللاعبين جديد يشبهFortnite  وستضاعف Operation  Infinite معدل ربح نقاط Career Rank وSpartan Points  ولن يكون لبطاقه Operation Pass المجانيه الاخيره تاريخ انتهاء صلاحيه  وستفتح ثلاث مجموعات دروع جديده  وستتيح الترقيه الي بطاقه Premium Pass ذات الـ 100 مستوي للاعبين فرصه فتح خمس مجموعات دروع فريده اضافيه  وسته نماذج اسلحه  واكثر من 30 تخصيصا حصريا لـ Spartan  وسيضيف التحديث الرئيسي الاخير ايضا خريطه جديده غير متماثله لاوضاع تصنيفيه مختاره  وعلي الرغم من ان Operation  Infinite هو اخر تحديث رئيسي للعبه  الا ان Halo Infinite ستظل تحتوي علي مجموعه متنوعه من التحديات اليوميه والاسبوعيه  بالاضافه الي قائمه جديده من مواسم التصنيف لمن يرغب في مواصله اللعب  تم التصميم والتطوير بواسطه,neutral
25,Youm7,ar,فن,حقق فيلم الرعب Predator  Badlands ارقاما قياسيه جديده في ايراداته متجاوزا 39 مليون دولار   في الافتتاحيه الاولي له محليا داخل الولايات المتحده الامريكيه  حقق فيلم الرعبPredator  Badlandsارقاما قياسيه جديده في ايراداته متجاوزا 39 مليون دولار   فيالافتتاحيه الاوليله محليا داخل الولايات المتحده الامريكيه  حيث يعد تصنيفه A   علي موقع سينما سكور للتقييمات  ووفقا لتقرير نشرته صحيفه فاريتي  فان فيلم الرعبPredator  Badlands  للمخرج دان تراختنبرج الان  حقق ارقاما قياسيه  وهو الظهور الجديد لسلسه افلام المفترس  التي انتجتها شركه  20th Century Studios  قبل 38 عاما  وتاتي هذه الارقام بعد ايرادات قويه يوم السبت بلغت 14 مليون دولار  بانخفاض طفيف بنسبه 10  فقط عن ايرادات الجمعه العرض الاول التي بلغت 15 6 مليون دولار   فيلم  Predator  Badlands  من انتاج استوديوهات 20th Century Studios يقترب من تحقيق افتتاحيه قياسيه للسلسله  بحوالي 39 مليون دولار  بعد ان حقق 15 6 مليون دولار في ايام الجمعه الافتتاحي  وسبق وحصل الفيلم علي اعلي تقييم سابق لفيلم من سلسله  Predator  هو الجزء الاصلي عام 1987 والجزء الثاني عام 1990  وكلاهما حصل علي تقييم B   وعلي سياق متصل  حقق فيلم الرعب The Conjuring  Last Rites ايرادات وصلت الي 491 مليونا و70 الف دولار منذ طرحه يوم 5 سبتمبر الماضي  العمل وصلت مدته الي ساعتين و15 دقيقه  ومن انتاج شركه Warner Bros  وانقسمت الايرادات بين 177 مليونا و470 الف دولار في شباك التذاكر الامريكي  و313 ملايين و600 الف دولار في شباك التذاكر العالمي  تم التصميم والتطوير بواسطه,neutral
26,BBC,en,world,"Typhoon Fung-wong, with sustained winds of 185 km/h (115mph), hit the Philippines as a super typhoon and later weakened. Typhoon Fung-wong has made landfall in the Philippines, where more than 900,000 people have been evacuated and two people have died. The storm hit as a super typhoon, with sustained winds of around 185 km/h (115mph) and gusts of 230km/h (143mph). The eye of the storm hit Aurora province in Luzon - the country's most populous island - at 21:10 local time (13:10 GMT). By 02:00, the storm weakened to a typhoon and was over La Union in western Luzon. The country's meteorological service warned of destructive winds and ""high-risk of life-threatening"" storm surges from the ""very intense"" typhoon. Fung-wong - known locally as Uwan - comes days after earlier storm Kalmaegi left  nearly 200 people dead. Eastern parts of the Philippines had already begun experiencing heavy rains and winds on Saturday evening, a weather official said. Residents in Catanduanes, an island in the east of the Bicol region, as well as in other low-lying and coastal areas, had been urged to move to higher ground by Sunday morning. The storm passed near the eastern Bicol region on Sunday morning, before making its way past the Polillo Islands on Sunday afternoon. The civil defence office reported that one person drowned and firefighters recovered the body of a woman trapped under debris in Catbalogan City. The civil aviation regulator has closed several airports, and almost 300 flights have been cancelled. Fung-wong was expected to weaken after making landfall, but is likely to remain a typhoon as it travels over Luzon. More than 200mm of rain is forecast for parts of Luzon, with even 100-200mm in the Metro Manilla area. This is expected to cause severe flooding and landslides. In the Aurora region, in eastern Luzon, BBC News spoke to Hagunoy, 21, who works at one of the dozen hotels which line the coast in Sabang. He said police had repeatedly visited in recent days to ensure all guests were evacuated ahead of the storm. The hotels were all deserted on Sunday morning. While the tide had risen sharply, Hagunoy said he would stay as long as he could to guard the property, before riding his motorbike home to safety. Staff had secured the gates and tied windows shut with rope to try to stop the glass from shattering in the wind. In central Aurora, more than 200 people arrived at a shelter in a sports centre. Many parents have brought young children, too young to remember Typhoon Haiyan, which killed more than 6,000 people when it struck the Philippines in 2013. ""We felt very worried because of the strength of the typhoon, and we have young children to think of,"" Jessa Zurbano told the BBC. Another evacuee Patry Azul said: ""Our house is made of wood and flimsy materials. We live close to the sea so we didn't feel safe."" Fung-wong has also forced the suspension of rescue operations following the passage of Kalmaegi, one of the strongest typhoons this year. Heavy rainfall sent torrents of mud down hillsides and into residential areas. Some poorer neighbourhoods were obliterated by the fast-moving flash floods. At least 204 people are now known to have died in the Philippines as a result of the earlier storm, while more than 100 are still missing. Five people also died in Vietnam, where strong winds uprooted trees, tore off roofs, and smashed large windows. The Filipino government declared a state of calamity across the country after Typhoon Kalmaegi and in preparation for the coming storm. It has given government agencies more power to access emergency funds and fast-track deliveries of essential goods and services. For some Filipinos, the devastation wrought by Kalmaegi has left them even more anxious about the storm to come. ""We decided to evacuate because the recent typhoon brought floods in our area, and now I just want to keep my family safe,"" Norlito Dugan told the AFP news agency. He is among those who have taken shelter in a church in the city of Sorsogon in Luzon. Another resident, Maxine Dugan said: ""I'm here because the waves near my house are now huge."" The Philippines - located near the area where Pacific Ocean tropical weather systems form - is one of the most vulnerable countries in the world to cyclones. About 20 tropical cyclones form in that region every year, half of which affect the country directly. Climate change is not thought to increase the number of hurricanes, typhoons and cyclones worldwide. However, warmer oceans coupled with a warmer atmosphere - fuelled by climate change - have the potential to make those that do form even more intense. That can potentially lead to higher wind speeds, heavier rainfall, and a greater risk of coastal flooding. Are you in the Philippines? If so you cancontact us here",negative
27,BBC,en,world,"Emergency services have warned tourists and locals to keep away from coastal paths due to rough sea conditions. Three people died and 15 more were injured after powerful waves battered popular Spanish holiday island Tenerife. A woman died after being pulled into the ocean near the the Puerto de la Cruz resort and a man died at Santa Cruz de Tenerife, emergency services said on Sunday. A third man was found dead in the ocean near a beach in Granadilla. Emergency services have told the public to stay away from coastal paths and to avoid taking pictures and videos of the rough seas, as the turbulent weather continues. Rescue services said they airlifted a man who fell into water at La Guancha in the north of the island, but that he was later pronounced dead at hospital. They said another man died after he was found floating near a beach at El Cabezo in the south, with lifeguards and medical staff unable to resuscitate him. At Puerto de la Cruz, a holiday resort in northern Tenerife, one woman died of a heart attack and another 10 people were swept out to sea. Three of those were seriously injured and taken to hospital. A local waiter, who gave his name only as Pedro, told the Reuters news agency that he jumped into the water in an attempt to save people being swept out. ""As soon as I saw a man waving at me I took my clothes off, jumped to the water and I managed to grab three of them and save them. I couldn't save the woman because she passed away at that moment,"" he said. Eyewitness Carlos said he warned people taking photos to move away from the waves but ""they did not pay attention"". Officials say the Canary Islands, the Spanish archipelago Tenerife belongs to, are on alert for coastal hazards. They warned sea conditions are expected to worsen with swells reaching two-to-four metres, and tourists and locals should exercise ""extreme caution"".",negative
28,BBC,en,science,"A new study estimates that about half of all churches in England have bats living in them. It's a job that can only be done under the cover of darkness. As night falls, the bat hunters make their way amongst the gravestones of Guestwick Church in Norfolk. The creaking door opens. Inside is the pitch black, deserted church and the team start to set up their specialist gear. Infrared and thermal cameras are carefully positioned, and audio detectors are set to bat friendly frequencies. The bats soon begin to emerge, darting and swooping up and down the aisles, the amplified sounds of their bat chatter filling the historic building. ""Many of these churches have been on these sites for probably 1,000 years, and probably as long as they've been standing they've had bats in them,"" says Diana Spencer, from theBats in Churches Project. Anew studypublished in the British Ecological Society's journal People & Nature has found that these historic buildings are providing vital homes for the nocturnal animals. The research, based on citizen science surveys led by the Bat Conservation Trust, estimates that half of all churches in England - that's more than 8,000 -  have bats in them. And that figure rises to about 80% for older churches. ""They're basically like a man-made forest,"" says Spencer. ""Full of little nooks and crannies where they can roost, big open flight spaces, dry spaces inside, away from the rain, where they can fly around. It is really just an absolutely perfect environment."" There are two types of bats at Guestwick: Common Pipistrelles and Natterer's. They roost high up in the rafters. The Pipistrelles emerge first, flying around for a few minutes, before squeezing out through minute gaps around the church door. The Natterer's come out a little later, preferring to exit through small holes in the roof to get outside and find food. Without the help of the specialist cameras, the bats are near impossible to spot, lost in the darkness. About a third of the churches surveyed in the study had no idea that bats were living there. But in others, their presence was much more noticeable.  Bats can be messy houseguests. ""They're lovely, but they're problematic too,"" says Graeme Peart from St Margaret's Church, Saxlingham, just a few miles from Guestwick. He's responsible for the upkeep of the church - and says the bats started to become a nuisance about 15 years ago. ""There's the urine, the droppings,"" he says. ""One time there was a carpet leading up to the altar that became absolutely sodden with urine and droppings and had to be thrown away. They also destroyed the brass work."" Bats are legally protected in the UK, so it's generally not possible to remove them. But the church has worked with the Bats in Churches team to find a solution - they've built a sealed-off loft conversion above the vestry. Ecologist Phillip Parker sets up his ladder to show us inside. ""The idea is that the bats that are in the main body of the church will live in here, rather than in the church itself,"" he explains. It's kitted out with CCTV cameras, allowing the team to monitor the animal's behaviour. ""What we have found is certain weeks during the year there'll be a hundred bats in here, and then suddenly they will disappear,"" says Parker. ""We don't know where they go, but they disappear for about 10 days, and then they'll come back again. And without the CCTV, we never knew that."" A major construction project like this takes time, effort and money. The new loft, and the continued monitoring of the bats, has cost about £50,000, funded through the Heritage Lottery Fund and other partners. Diana Spencer says there are other less costly solutions and grants are on offer from the Bat Conservation Trust. ""On a simple level, you can use sheets or covers over areas where things might be damaged. You can put wax coating on things like brass so that the urine doesn't damage it."" She recommends that anyone who finds bats in a building should contact theNational Bat Helplinefor advice. It seems more bats are seeking sanctuary in churches. ""They're losing lots of habitat - lots of woodland,"" says Spencer. ""And we're also knocking down old buildings, making our homes warmer, more airtight - there are less places for them to go."" Church users are having to learn to live alongside these creatures of the night - and some parishes are even starting to see bats as more of a treat than a trick. ""We regularly see churches having bat nights and bat events,"" says Spencer. ""And they can be a really, really good way of reaching people, particularly in the local community, who might not come into a church for a service or prayer, but they'll come in to watch the bats, because people find them really, really fascinating.""",neutral
29,BBC,en,business,"Once found by the roadside offering local produce for a few pence, honesty boxes are being reborn via social media. Honesty boxes: traditionally found on rural lay-bys, offering local produce like eggs and apples in exchange for a small donation. With cash use falling, they might be expected to disappear - a roadside relic as we all pull onto the technology superhighway. But, in fact, many are flourishing. Cash payments are being replaced with online transfers via QR codes, and small traders are using honesty boxes as part of their marketing on social media. That online marketing has a payoff. Some are finding that instead of just attracting passing trade, customers are making a special journey to buy from them. On the side of an A-road between Canterbury and the north Kent coast is a small but colourful honesty box.",neutral
30,BBC,en,health,"Thousands of offshore workers are too heavy for the limitations of helicopter winch systems. Thousands of North Sea oil workers are being told they must lose weight if they are to keep flying offshore - or face losing their jobs. From November next year, industry body Offshore Energies UK (OEUK) said the maximum clothed weight for a worker heading offshore should be 124.7kg (19.5 st) - so they can be winched to safety in an emergency. The 249kg (39st) maximum Coastguard rescue helicopter winch load is made up of that figure plus the average 90.3kg (14st) weight of a rescue worker, a 29kg (4.5st) stretcher and the 5kg (0.8st) kit. OEUK said more than 2,200 workers were currently above the weight limit, and jobs could be lost in the worst case scenario. One offshore worker, Phil Perry, told BBC Scotland News he was managing to lose weight - but was worried colleagues could lose their employment when the new rules come into force. The newsafe weight limit policycomes after the Maritime and Coastguard Agency (MCA) warned that rescue winches - which are critical during offshore emergencies - cannot safely lift heavier people. OEUK said the average weight of offshore workers had risen by almost 10kg (1.5st) since 2008. The decision to implement a safe weight limit for offshore workers follows a review by industry experts over the past two-and-a half years. Rules about shoulder size were previously introduced for workers travelling to and from offshore installations by helicopter. Passengers with a shoulder width of 22in (56cm) or more were classed as""extra broad""and had to sit next to a similarly large helicopter window, so they could escape. Phil Perry, 42, from Aberdeen, was 129kg (20st) at one stage - which would have been over the new limit. He is now 118kg (18.5), and his target weight is 110kg (17st). Mr Perry said the fear of losing his job was an added motivation to keep his weight down. ""There's not a lot of people talking about it offshore yet,"" he said. ""You've kind of got to understand that back in the 70s and the 80s the average person was about 70-odd kilos, it's obviously going in an upward trend. ""I think you maybe have to do something about that, because you don't want to be the one stranded there because you're too heavy to be lifted out."" Mr Perry said it was possible to be healthy while working on a platform in the North Sea. ""There are a lot of healthy people offshore, there are gyms, you can go for a walk round the helideck, you can be fit there, I think it just comes down to personal mindset of each individual. ""There's a wide range of fruit and healthy options, but there's also crisps and sweets which does not help. ""Everybody can lose weight, it's keeping it off that's the hard thing. I was one of these people that did these kind of crazy diets, but you can't keep it off."" He said he started eating the right foods at the right times, adding: ""I started seeing the results."" Mr Perry said he ""definitely"" feared the new rules would lead to job losses. ""It will affect the pool available to go offshore, there's a lot of us out there, and sadly it's just the way that it's going to go, that people will start losing their jobs, which is not good for anybody,"" he said. Mr Perry added that the onus was on staff themselves, as well as employers, to make a difference. Graham Skinner, the health and safety manager at OEUK, said it was hoped the new safety policy - as part of a ""robust safety culture"" - would not lead to job losses, but he could not rule it out. ""That would be the absolute worst-case scenario. ""Employers will have a duty to support their workers through this and try to find reasonable solutions for it, but in the very worst cases that would be the case for some people."" Mr Skinner described it as ""really important"" that there was a clear message to the workforce that the new rules were going to come in. ""Hopefully that is the impetus for everyone to get behind the policy and lose weight in time for November next year,"" he said. ""There are those who are going to have a real challenge over the next 12 months to lose weight to get under the weight limit. ""There is about 2,270 that are going to have to lose a little bit of weight to make sure they can continue working after November next year. ""At that point an offshore worker who weighs over 124kg will not get their medical and that will preclude them from getting on a helicopter."" However, Mr Skinner said they were ""really confident"" that the ""vast majority"" of workers were going to get under the weight limit. He cited the support they would get from their employers, the offshore operators, and the offshore community itself. ""We have already heard of offshore workers who are offering circuit training and gym sessions for workers,"" he added. ""So it's a great opportunity for the community to come together."" John Boland, the regional officer at the Unite union, said: ""We would hope that nobody loses their job through this and there can be support put in to stop that from happening. ""The biggest concerns we have had are from individuals that are naturally larger built and in some cases are extremely fit but are above that actual weight limit. ""Those are discussions we need to have, how we can support those individuals as well."" The mandatory implementation of the new policy will be from 1 November 2026.",negative
31,BBC,en,arabic_general,"أثار نشر صورة لزوجين يرتديان الجلابية داخل المتحف المصري الكبير نقاشاً واسعاً في مصر حول هوية المصريين وملابسهم بين الماضي والحاضر. وتحول الجدل، الذي بدأ بتعليق من الإعلامية سمر فودة، إلى نقاش أوسع عن الطبقية والريف والهوية الثقافية للمجتمع المصري. صدر الصورة،@Shrooq Elsayed يبدو أن تبعات افتتاح المتحف المصري الكبير تواصل إثارة النقاش على مواقع التواصل الاجتماعي في البلاد. فبعد الجدل حول هوية المصريين ومدى ارتباطهم بإرث الحضارة المصرية القديمة، وصل النقاش الآن إلى الملابس وارتباطها بحاضر المصريين وتاريخهم. البداية كانت مع صورة التقطتها المصورة الصحفية شروق السيد لزوجين في المتحف، يرتدي كلٌّ منهما جلباباً تقليدياً (جلابية). وبينما أثنى العديد من المعلقين على الصورة، جاء تعليق من الإعلامية سمر فودة ليثير عاصفة من النقاش. إذ أعادت فودة نشر الصورة على حسابها على موقع فيسبوك، معلقة بالقول إن تلك الملابس ""لا تمثل صورة مصر التي كان رجالها ونساؤها في الأربعينيات والخمسينيات من القرن الماضي يرتدون الملابس الأوروبية"". وبعد ذلك المنشور، تعرضت فودة لهجوم كبير، لتحذف بعد ذلك الصورة ""لعدم تفهم الناس وجهة نظرها""، كما اعتذرت عن ""أي شيء مسّ قلوب المصريين بالسلب""، واعتذرت أيضاً ""للزوجين، فهما بالتأكيد فخر لنا جميعاً"". كما شددت على اعتزازها بأصولها الريفية، مشيرة إلى أن والدها كان يرتدي الجلباب الأبيض دائماً. جدير بالذكر أن سمر فودة هي ابنة الكاتب الراحلفرج فودة، الذي اغتيل في تسعينيات القرن الماضي على يد متشددين إسلاميين بسبب كتاباته الداعية للعلمانية. لم ترحب الكثير من وسائل الإعلام المصرية بحديث سمر فودة، إذ انتقد مقدمو برامج حوارية ما قالته، بل وصل الأمر ببعضهم إلى الظهور أمام الكاميرات بالجلباب. وأجرت وسائل إعلام مقابلات مع صاحب الصورة، الذي تحدث عن رحلته من محافظة قنا إلى المتحف صحبة زوجته وابنته، وشعوره في البداية بالغضب نتيجة انتهاك خصوصيته هو وزوجته بسبب انتشار الصورة، قبل أن يتحول ذلك الشعور إلى فرحة كبيرة بسبب التعليقات الكثيرة الداعمة له. كما نقلت وسائل الإعلام انتقادات رسمية لحديث سمر فودة، إذ قالت الدكتورة نهلة إمام، مستشار وزير الثقافة للتراث غير المادي، في تصريحات صحفية إن الزي التقليدي يعكس احترام الهوية الوطنية ويستحق التقدير. صدر الصورة،Getty Images كانت نبرة الانتقادات لحديث سمر فودة أكثر حدة في فضاء مواقع التواصل الاجتماعي بمصر. إذ قام عديد من المعلقين بنشر صورهم وهم يرتدون الجلباب احتجاجاً على ما وصفوه بـ ""النبرة المتعالية"" في الحديث عن مواطنين مصريين. كذلك عقد معلقون مقارنة بين احتفاء دول أجنبية بالزي التقليدي من جهة و""النظرة العنصرية"" لدى البعض حيال لباس أغلبية المصريين. وسرد البعض تجاربهم مع ما وصفوه بـ ""تضييق"" يتعرض له أصحاب الجلابية عند الدخول إلى أماكن عامة كالأندية. كما أشار معلقون إلى أن البيانات تظهر أن أغلب سكان مصر يعيشون في الريف، حيث الجلباب هو الزي الأكثر انتشاراً. أما الحديث عن ملابس أهل مصر في الأربعينيات والخمسينيات فقد أثار أيضاً نقاشاً تاريخياً، إذ أشار فريق من المعلقين إلى أن الحديث عن ""مصر الأوروبية"" يتجاهل حقيقة أن الأغلبية الساحقة من المصريين في تلك الفترة كانت تعيش في الريف وتعاني الفقر المدقع. وكان لافتاً أيضاً الحديث الذي يرى أن صورة الجلابية تعكس أن قطاعات كبيرة من المصريين معتزة بإرثها الفرعوني، رغم الدعاوى المنددة بذلك الإرث والتي تصدر من منطلق ديني. كذلك اعترض البعض على حديث فودة انطلاقاً من مبدأ حرية اللباس، معتبرين أن ""من ينتقد الجلابية لا يختلف عن من يهاجم من تخلع الحجاب"". وجاء النقاش حول ملابس المصريين بعد أيام من جدل إلكتروني آخر حول الهوية المصرية. فمع افتتاح المتحف الكبير بالجيزة، قام العديد من رواد مواقع التواصل الاجتماعي بنشر صور لهم معدلة بتقنيات الذكاء الاصطناعي تُظهرهم مرتدين زي الفراعنة. وأعادت موجة الصور الفرعونية تلك الجدل حول الهوية المصرية: هل هي مستمدة من إرث قدماء المصريين، أم أن المكون الإسلامي هو الغالب؟ كما أثار الحديث عن إرث الفراعنة نقاشاً حول واقع المصريين اليوم، ""الذين يعانون من الفقر"" رغم انتمائهم إلى حضارة من أقدم حضارات العالم.",neutral
